1,100,,,,,,,X,,,num,bo
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,277,གཉིས་བརྒྱ་ དོན་བདུན་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,278,གཉིས་བརྒྱ་ དོན་བརྒྱད་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,279,གཉིས་བརྒྱ་ དོན་དགུ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,280,གཉིས་བརྒྱ་ བརྒྱད་བཅུ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,281,གཉིས་བརྒྱ་ གྱ་གཅིག་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,282,གཉིས་བརྒྱ་ གྱ་གཉིས་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,283,གཉིས་བརྒྱ་ གྱ་གསུམ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,284,གཉིས་བརྒྱ་ གྱ་བཞི་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,285,གཉིས་བརྒྱ་ གྱ་ལྔ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,286,གཉིས་བརྒྱ་ གྱ་དྲུག་
